Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,FBI Code
JK288335,06/05/2026 04:00:00 PM,056XX S MARYLAND AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,002,06
JK283289,06/05/2026 03:57:00 PM,074XX S DREXEL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,003,26
JK283137,06/05/2026 03:50:00 PM,010XX W ADDISON ST,0460,BATTERY,SIMPLE,STREET,True,False,019,08B
JK283180,06/05/2026 03:50:00 PM,011XX N WINCHESTER AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,012,06
JK284658,06/05/2026 03:43:00 PM,040XX S LAKE PARK AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,002,08A
JK283116,06/05/2026 03:42:00 PM,032XX N PACIFIC AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,016,08B
JK283127,06/05/2026 03:40:00 PM,055XX W HOMER ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,025,04B
JK283210,06/05/2026 03:38:00 PM,075XX S COLES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,False,False,004,07
JK283126,06/05/2026 03:38:00 PM,060XX W MONTROSE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,True,True,016,14
JK283141,06/05/2026 03:37:00 PM,001XX E ERIE ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESTAURANT,False,False,018,04A
JK283107,06/05/2026 03:33:00 PM,089XX S MUSKEGON AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,False,004,04A
JK283864,06/05/2026 03:30:00 PM,027XX W LUNT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,False,False,024,07
JK283948,06/05/2026 03:30:00 PM,044XX S LEAMINGTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,008,14
JK283885,06/05/2026 03:30:00 PM,046XX S INDIANA AVE,0810,THEFT,OVER $500,APARTMENT,False,True,002,06
JK285745,06/05/2026 03:30:00 PM,015XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,018,06
JK284298,06/05/2026 03:30:00 PM,006XX S LA SALLE ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,001,07
JK283150,06/05/2026 03:16:00 PM,008XX W Fulton Market,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,012,06
JK290887,06/05/2026 03:15:00 PM,006XX N ASHLAND AVE,0460,BATTERY,SIMPLE,CTA BUS STOP,False,False,012,08B
JK283309,06/05/2026 03:14:00 PM,079XX S SOUTH SHORE DR,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,004,06
JK283352,06/05/2026 03:12:00 PM,0000X E GRAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,False,False,018,11
JK283134,06/05/2026 03:08:00 PM,011XX E 82ND ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,004,08A
JK283129,06/05/2026 03:07:00 PM,073XX S BLACKSTONE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,003,04B
JK283100,06/05/2026 03:05:00 PM,028XX N NATCHEZ AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False,025,08B
JK283073,06/05/2026 03:04:00 PM,049XX N KILBOURN AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,True,017,04B
JK283135,06/05/2026 03:01:00 PM,067XX S PRAIRIE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE NON-COMMERCIAL,False,False,003,26
JK294700,06/05/2026 03:00:00 PM,010XX W 32ND ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,009,06
JK283138,06/05/2026 03:00:00 PM,003XX N CICERO AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,015,08B
JK283227,06/05/2026 03:00:00 PM,131XX S ELLIS AVE,0460,BATTERY,SIMPLE,STREET,False,False,005,08B
JK283269,06/05/2026 03:00:00 PM,029XX W 87TH ST,0460,BATTERY,SIMPLE,OTHER (SPECIFY),False,False,008,08B
JK283146,06/05/2026 03:00:00 PM,024XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,014,08A
JK283201,06/05/2026 03:00:00 PM,002XX E HURON ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,018,08B
JK284408,06/05/2026 03:00:00 PM,044XX S ROCKWELL ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,009,06
JK283598,06/05/2026 03:00:00 PM,001XX W OAK ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,True,True,018,26
JK283070,06/05/2026 03:00:00 PM,027XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,014,06
JK283064,06/05/2026 03:00:00 PM,0000X S KARLOV AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,011,15
JK283921,06/05/2026 03:00:00 PM,0000X N MAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,012,14
JK291047,06/05/2026 03:00:00 PM,076XX S GREEN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,006,11
JK283046,06/05/2026 02:56:00 PM,045XX N SHERIDAN RD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,019,15
JK283040,06/05/2026 02:55:00 PM,024XX W DEVON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,True,False,024,14
JK283054,06/05/2026 02:53:00 PM,042XX W MADISON ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,011,18
JK283057,06/05/2026 02:52:00 PM,054XX W QUINCY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,015,08B
JK283063,06/05/2026 02:48:00 PM,011XX W 76TH ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False,006,08B
JK283334,06/05/2026 02:45:00 PM,001XX N STATE ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,001,06
JK283020,06/05/2026 02:38:00 PM,064XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,007,08B
JK283015,06/05/2026 02:37:00 PM,016XX W TOUHY AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,024,08A
JK283350,06/05/2026 02:30:00 PM,023XX S WINCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,False,False,010,14
JK289892,06/05/2026 02:30:00 PM,008XX N CLARK ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,BANK,False,False,018,10
JK286822,06/05/2026 02:30:00 PM,011XX E 95TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,004,06
JK283322,06/05/2026 02:30:00 PM,008XX E 63RD ST,0460,BATTERY,SIMPLE,GAS STATION,False,False,003,08B
JK283027,06/05/2026 02:24:00 PM,012XX W 97TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,022,14
JK283083,06/05/2026 02:20:00 PM,039XX W NORTH AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,025,06
JK284192,06/05/2026 02:19:00 PM,017XX N MONITOR AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,025,26
JK282991,06/05/2026 02:17:00 PM,076XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,006,08B
JK283143,06/05/2026 02:10:00 PM,032XX S WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,009,05
JK282967,06/05/2026 02:10:00 PM,050XX S LOOMIS BLVD,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,009,26
JK283026,06/05/2026 02:07:00 PM,014XX W SUPERIOR ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SCHOOL - PUBLIC BUILDING,False,True,012,08B
JK282981,06/05/2026 02:03:00 PM,035XX S WESTERN AVE,0550,ASSAULT,AGGRAVATED POLICE OFFICER - HANDGUN,STREET,True,False,009,04A
JK284701,06/05/2026 02:00:00 PM,050XX N BROADWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,020,14
JK286689,06/05/2026 02:00:00 PM,034XX N SAYRE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARK PROPERTY,False,False,016,14
JK283310,06/05/2026 02:00:00 PM,014XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,OTHER (SPECIFY),False,False,014,06
JK288199,06/05/2026 02:00:00 PM,029XX S WABASH AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,001,06
JK283645,06/05/2026 02:00:00 PM,100XX W OHARE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,True,016,26
JK282982,06/05/2026 02:00:00 PM,010XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,011,08B
JK283369,06/05/2026 02:00:00 PM,015XX W 95TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER (SPECIFY),False,True,022,08B
JK284393,06/05/2026 02:00:00 PM,031XX N NORDICA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,025,11
JK287939,06/05/2026 01:51:00 PM,013XX W ESTES AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,024,06
JK283082,06/05/2026 01:50:00 PM,079XX S PHILLIPS AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,004,04B
JK284304,06/05/2026 01:45:00 PM,051XX W HARRISON ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SCHOOL - PRIVATE BUILDING,False,False,015,26
JK283002,06/05/2026 01:45:00 PM,011XX W ARGYLE ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,020,08B
JK283183,06/05/2026 01:45:00 PM,086XX S YATES BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,004,08A
JK283005,06/05/2026 01:45:00 PM,050XX N WINTHROP AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,False,020,04A
JK282997,06/05/2026 01:40:00 PM,034XX W LAWRENCE AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,017,08B
JK282965,06/05/2026 01:37:00 PM,0000X E WACKER PL,0461,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,True,False,001,04B
JK289553,06/05/2026 01:30:00 PM,003XX S CENTRAL PARK BLVD,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,011,06
JK283066,06/05/2026 01:30:00 PM,108XX S DOTY AVE W,0860,THEFT,RETAIL THEFT,OTHER (SPECIFY),False,False,005,06
JK283958,06/05/2026 01:30:00 PM,024XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,008,08B
JK283076,06/05/2026 01:25:00 PM,069XX N BELL AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,024,06
JK284258,06/05/2026 01:25:00 PM,027XX N WILTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,019,11
JK283023,06/05/2026 01:25:00 PM,033XX W MAYPOLE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,011,07
JK282992,06/05/2026 01:24:00 PM,074XX S WENTWORTH AVE,5130,OTHER OFFENSE,VIOLENT OFFENDER - DUTY TO REGISTER,APARTMENT,False,False,007,26
JK289031,06/05/2026 01:22:00 PM,018XX N LUNA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,025,26
JK282948,06/05/2026 01:20:00 PM,042XX W WASHINGTON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,011,07
JK282957,06/05/2026 01:10:00 PM,046XX S WABASH AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,APARTMENT,False,False,002,06
JK282944,06/05/2026 01:10:00 PM,016XX N LEAVITT ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,014,06
JK283058,06/05/2026 01:00:00 PM,010XX N RUSH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,018,06
JK287656,06/05/2026 01:00:00 PM,031XX N DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,019,07
JK283039,06/05/2026 01:00:00 PM,068XX S SOUTH CHICAGO AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,ALLEY,False,False,003,11
JK289750,06/05/2026 01:00:00 PM,006XX W IRVING PARK RD,0460,BATTERY,SIMPLE,APARTMENT,False,True,019,08B
JK283282,06/05/2026 01:00:00 PM,018XX N SHEFFIELD AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,018,06
JK287747,06/05/2026 01:00:00 PM,077XX N ASHLAND AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,024,06
JK283078,06/05/2026 01:00:00 PM,063XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,ATHLETIC CLUB,False,False,003,08A
JK283990,06/05/2026 01:00:00 PM,051XX W HURON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,015,07
JK283052,06/05/2026 12:53:00 PM,073XX S DANTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,003,08B
JK282886,06/05/2026 12:47:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,001,06
JK290326,06/05/2026 12:45:00 PM,004XX S STATE ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,LIBRARY,False,False,001,11
JK282900,06/05/2026 12:43:00 PM,066XX S WOLCOTT AVE,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,False,007,08A
JK282871,06/05/2026 12:39:00 PM,003XX N MAC CHESNEY CT,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,001,18
JK284551,06/05/2026 12:35:00 PM,031XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,011,06
JK293576,06/05/2026 12:30:00 PM,034XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,STREET,False,False,002,08B
JK283167,06/05/2026 12:30:00 PM,082XX S DAMEN AVE,0810,THEFT,OVER $500,STREET,False,False,006,06
JK284167,06/05/2026 12:30:00 PM,058XX N MILWAUKEE AVE,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,016,06
JK282859,06/05/2026 12:28:00 PM,076XX S WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,False,False,006,26
JK282841,06/05/2026 12:21:00 PM,051XX S RACINE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,009,15
JK282872,06/05/2026 12:16:00 PM,014XX W WELLINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,True,019,08B
JK282834,06/05/2026 12:10:00 PM,007XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,001,14
JK282923,06/05/2026 12:08:00 PM,083XX S ELIZABETH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,006,14
JK282826,06/05/2026 12:07:00 PM,007XX E 68TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,003,15
JK282812,06/05/2026 12:06:00 PM,004XX N ST LOUIS AVE,5132,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,RESIDENCE,False,False,011,26
JK282807,06/05/2026 12:05:00 PM,049XX W GLADYS AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,True,False,015,18
JK282903,06/05/2026 12:05:00 PM,071XX S YATES BLVD,0560,ASSAULT,SIMPLE,STREET,False,False,003,08A
JK294837,06/05/2026 12:00:00 PM,005XX E 95TH ST,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,006,06
JK288531,06/05/2026 12:00:00 PM,003XX N HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,False,012,14
JK282831,06/05/2026 12:00:00 PM,060XX S KARLOV AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,008,06
JK286415,06/05/2026 12:00:00 PM,001XX N WELLS ST,0820,THEFT,$500 AND UNDER,STREET,False,False,001,06
JK285232,06/05/2026 12:00:00 PM,024XX W SUPERIOR ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,012,07
JK283136,06/05/2026 12:00:00 PM,078XX S OAKLEY AVE,0460,BATTERY,SIMPLE,OTHER (SPECIFY),True,False,008,08B
JK284499,06/05/2026 12:00:00 PM,083XX S ELIZABETH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,006,14
JK283001,06/05/2026 12:00:00 PM,003XX N CARPENTER ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BARBERSHOP,False,False,012,11
JK282931,06/05/2026 12:00:00 PM,041XX W BELMONT AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,025,04B
JK285368,06/05/2026 12:00:00 PM,025XX E 78TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,004,14
JK282855,06/05/2026 11:58:00 AM,054XX N EAST RIVER RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,016,08B
JK282838,06/05/2026 11:58:00 AM,016XX W GARFIELD BLVD,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,009,18
JK282848,06/05/2026 11:55:00 AM,035XX W GRENSHAW ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,011,15
JK283376,06/05/2026 11:53:00 AM,006XX N WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CASINO/GAMBLING ESTABLISHMENT,False,False,018,14
JK282814,06/05/2026 11:52:00 AM,049XX N WINTHROP AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,020,08B
JK282876,06/05/2026 11:47:00 AM,052XX N PULASKI RD,2820,OTHER OFFENSE,TELEPHONE THREAT,NURSING / RETIREMENT HOME,False,False,017,08A
JK282852,06/05/2026 11:46:00 AM,006XX E 115TH ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,005,08B
JK285223,06/05/2026 11:45:00 AM,100XX S WESTERN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,,False,False,022,11
JK282867,06/05/2026 11:45:00 AM,078XX S ASHLAND AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,False,False,006,03
JK282818,06/05/2026 11:45:00 AM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,014,06
JK282819,06/05/2026 11:42:00 AM,005XX S PULASKI RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CTA PLATFORM,True,False,011,15
JK282832,06/05/2026 11:40:00 AM,041XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,002,07
JK282780,06/05/2026 11:36:00 AM,033XX W CARROLL AVE,5132,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,APARTMENT,False,False,011,26
JK283017,06/05/2026 11:30:00 AM,014XX N ELK GROVE AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,014,06
JK282789,06/05/2026 11:30:00 AM,031XX W FRANKLIN BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,012,06
JK287743,06/05/2026 11:30:00 AM,0000X N MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,False,False,001,11
JK282745,06/05/2026 11:17:00 AM,009XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,012,14
JK282773,06/05/2026 11:15:00 AM,039XX S WESTERN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,False,False,009,14
JK282919,06/05/2026 11:15:00 AM,006XX N MC CLURG CT,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,018,06
JK282772,06/05/2026 11:15:00 AM,028XX S KEDZIE AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,010,08A
JK282733,06/05/2026 11:13:00 AM,039XX W GRENSHAW ST,5132,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,RESIDENCE,False,False,011,26
JK282724,06/05/2026 11:07:00 AM,039XX W LEXINGTON ST,5132,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,RESIDENCE,False,False,011,26
JK282756,06/05/2026 11:04:00 AM,085XX S RACINE AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,006,08B
JK283643,06/05/2026 11:00:00 AM,0000X E 71ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,003,07
JK282778,06/05/2026 11:00:00 AM,003XX W 113TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,005,08B
JK282928,06/05/2026 11:00:00 AM,064XX S LOWE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,007,07
JK282921,06/05/2026 11:00:00 AM,020XX W PETERSON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,COMMERCIAL / BUSINESS OFFICE,False,False,024,26
JK283038,06/05/2026 11:00:00 AM,008XX E 49TH ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,ALLEY,False,False,002,07
JK282735,06/05/2026 10:59:00 AM,063XX S STEWART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,007,08B
JK282749,06/05/2026 10:58:00 AM,066XX S HONORE ST,2022,NARCOTICS,POSSESS - COCAINE,VEHICLE NON-COMMERCIAL,True,False,007,18
JK282762,06/05/2026 10:53:00 AM,063XX S CLAREMONT AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,008,08B
JK282746,06/05/2026 10:52:00 AM,048XX S DREXEL BLVD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,False,True,002,26
JK282728,06/05/2026 10:52:00 AM,048XX S DREXEL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,002,08B
JK282790,06/05/2026 10:51:00 AM,002XX E HURON ST,1330,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING / GROUNDS,False,False,018,26
JK282741,06/05/2026 10:43:00 AM,016XX W FULLERTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,False,False,018,07
JK282828,06/05/2026 10:42:00 AM,017XX W BERTEAU AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,019,26
JK282696,06/05/2026 10:41:00 AM,030XX W MADISON ST,5132,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,APARTMENT,False,False,011,26
JK282731,06/05/2026 10:40:00 AM,049XX W AINSLIE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,016,08B
JK284255,06/05/2026 10:40:00 AM,041XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,002,07
JK282740,06/05/2026 10:40:00 AM,003XX E 76TH ST,0580,STALKING,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True,006,08A
JK282681,06/05/2026 10:36:00 AM,033XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,011,18
JK282711,06/05/2026 10:33:00 AM,026XX W MADISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,011,07
JK282691,06/05/2026 10:33:00 AM,034XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,009,06
JK282690,06/05/2026 10:32:00 AM,047XX W MAYPOLE AVE,5132,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,APARTMENT,False,False,011,26
JK287379,06/05/2026 10:30:00 AM,046XX S SPAULDING AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,True,008,04B
JK282710,06/05/2026 10:30:00 AM,079XX S BENNETT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,004,14
JK282734,06/05/2026 10:30:00 AM,012XX W 97TH ST,0810,THEFT,OVER $500,RESIDENCE - GARAGE,False,True,022,06
JK282714,06/05/2026 10:30:00 AM,074XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,STREET,False,False,003,08B
JK282688,06/05/2026 10:20:00 AM,019XX W ERIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,False,False,012,14
JK282677,06/05/2026 10:18:00 AM,028XX W FULTON ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,012,08B
JK282719,06/05/2026 10:15:00 AM,043XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,002,08B
JK282686,06/05/2026 10:15:00 AM,028XX W BARRY AVE,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,014,08A
JK282893,06/05/2026 10:15:00 AM,014XX E 79TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,004,14
JK282654,06/05/2026 10:14:00 AM,008XX N RIDGEWAY AVE,5132,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,APARTMENT,False,False,011,26
JK282667,06/05/2026 10:12:00 AM,083XX S ELIZABETH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,False,006,26
JK284392,06/05/2026 10:07:00 AM,0000X N STATE ST,0810,THEFT,OVER $500,SMALL RETAIL STORE,False,False,001,06
